AUSTRALIA	AUSTRIA	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	GERMANY	HONG KONG	IRELAND	ISRAEL	ITALY	JAPAN	NETHERLANDS	NEW ZEALAND	NORWAY	PORTUGAL	SINGAPORE	SPAIN	SWEDEN	SWITZERLAND	UNITED KINGDOM	USA	BRAZIL	CHILE	CHINA	COLOMBIA	CZECH REPUBLIC	EGYPT	GREECE	HUNGARY	INDIA	INDONESIA	KOREA	MALAYSIA	MEXICO	PERU	PHILIPPINES	POLAND	RUSSIA	SOUTH AFRICA	TAIWAN	THAILAND	TURKEY	ARGENTINA	JORDAN	MOROCCO	PAKISTAN	BAHRAIN	KUWAIT	OMAN	QATAR	UNITED ARAB EMIRATES	USDCAD
4628.07	7936.054	16012.29	6150.941	19104.051	1317.433	7825.681	6728.539	36898.645	696.845	365.327	1793.007	5140.451	16458.354	389.918	13938.29	382.03	9812.382	6210.735	22224.945	9655.98	7215.834	4528.359	9191.296	4817.912	102.622	1184.938	1184.498	2645.938	1692.766	1287.209	677.847	1050.548	558.139	601.575	9589.768	2268.113	384.309	1856.458	1691.613	767.742	443.758	510.059	1172.323	5032.111	446.458	1032.497	500.911	1444.399	1410.302	1695.072	1134.782	645.567	1.017
4541.348	7897.412	15744.249	6118.953	19068.75	1290.863	7730.384	6669.799	37306.496	682.567	364.029	1782.082	5093.064	16284.321	385.89	13500.197	377.388	9685.487	6143.783	21868.588	9664.213	7146.293	4555.417	9002.479	4781.629	106.133	1188.994	1177.979	2654.715	1681.165	1281.807	676.894	1024.463	556.079	603.302	9586.419	2181.908	386.88	1862.24	1645.673	748.713	442.688	509.305	1181.081	4936.986	446.512	1017.221	494.204	1438.948	1385.407	1705.343	1131.158	648.385	1.0142
4510.463	7925.902	15811.7	6207.956	19288.492	1315.89	7796.878	6718.402	37246.836	690.672	361.773	1800.597	5215.032	16350.366	383.761	13600.443	381.684	9676.673	6174.876	22516.5	9741.549	7256.213	4585.324	9091.227	4727.658	104.635	1191.251	1167.763	2651.289	1676.774	1292.353	691.465	1003.973	566.346	597.719	9215.329	2222.743	377.368	1856.925	1668.851	751.374	441.38	502.678	1188.793	4870.406	445.661	1009.93	503.425	1438.948	1385.407	1705.343	1131.143	649.99	1.0136
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1438.948	1385.407	1705.343	1131.143	649.99	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1424.414	1355.901	1716.979	1123.538	653.371	NA
4538.726	8019.65	15995.132	6168.007	19050.758	1329.778	7845.037	6744.784	37445.289	705.175	357.687	1794.31	5280.455	16463.549	388.349	13969.291	382.616	9721.277	6218.337	22681.498	9822.243	7281.95	4580.625	9149.98	4699.918	104.841	1210.117	1172.917	2651.289	1674.954	1300.977	687.752	1020.209	567.995	601.307	9168.959	2182.534	370.94	1876.957	1680.432	760.076	448.005	506.414	1204.784	4884.644	444.214	1014.552	502.876	1410.476	1371.129	1736.643	1121.756	643.075	1.0126
4518.772	8041.488	15854.037	6062.349	18807.586	1322.97	7772.054	6688.006	37807.266	703.378	356.317	1784.968	5337.67	16276.818	374.749	13590.462	376.514	9689.881	6139.765	22266.305	9721.632	7193.875	4561.138	8743.317	4561.847	105.585	1217.541	1162.247	2666.792	1695.015	1266.498	700.39	1050.023	561.669	596.399	9032.857	2148.295	372.935	1828.425	1660.708	757.855	438.186	504.578	1180.865	4789.882	439.231	1020.963	495.433	1415.171	1396.484	1704.953	1126.699	641.665	1.0126
4547.442	8176.488	16020.846	6165.443	19220.059	1349.237	7786.487	6733.628	37622.984	704.668	362.575	1787.728	5262.705	16433.753	381.803	13829.341	374.449	9673.853	6166.124	22225.771	9716.139	7231.357	4545.319	9273.703	4605.833	104.667	1246.594	1158.787	2671.52	1736.541	1283.872	694.87	1043.375	564.687	591.539	9084.733	2186.773	370.855	1851.738	1665.097	759.054	439.424	503.552	1201.306	4915.038	444.879	1009.414	488.542	1409.667	1386.523	1697.957	1126.73	644.034	1.0079
4489.356	8114.255	15898.907	6138.486	19074.613	1338.968	7727.222	6682.376	37629.504	699.305	359.952	1774.121	5240.936	16308.671	381.983	13699.584	371.599	9651.105	6119.192	22020.768	9654.958	7207.729	4621.047	9441.636	4585.403	104.685	1250.559	1145.744	2674.98	1723.324	1269.593	695.385	1043.375	564.687	591.539	9098.804	2196.161	370.855	1833.841	1662.059	749.178	439.424	503.552	1182.815	4913.484	444.942	1003.851	488.542	1409.667	1393.537	1707.127	1127.533	649.667	1.02
4606.536	8238.467	16119	6246.81	19131.281	1337.886	7819.308	6753.606	38527.504	711.817	358.889	1797.644	5300.885	16546.639	389.119	14227.56	377.649	9888.076	6231.838	22389.58	9753.794	7358.812	4635.845	9695.366	4572.139	107.306	1297.675	1168.876	2674.98	1771.449	1269.829	704.199	1064.475	568.71	584.272	9193.255	2218.995	366.897	1838.602	1664.175	756.153	442.05	508.998	1225.27	4965.087	445.099	1001.51	484.435	1409.667	1392.492	1706.905	1127.812	650.365	1.0195
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1409.667	1392.492	1706.905	1127.812	650.365	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1400.907	1405.372	1703.562	1132.786	654.768	NA
4677.852	8248.182	16196.443	6273.117	19397.807	1337.202	7848.131	6793.54	38589.258	715.375	364.595	1805.553	5307.941	16571.996	393.394	14303.589	378.807	9946.59	6266.536	22559.484	9789.445	7337.014	4618.215	9733.289	4530.909	107.228	1295.254	1184.39	2704.215	1765.587	1300.195	701.704	1092.911	568.71	588.442	9317.56	2240.206	373.391	1884.339	1675.317	768.002	433.804	508.998	1221.591	5022.016	459.357	997.916	474.476	1379.517	1405.147	1687.906	1132.867	657.95	1.0126
4664.038	8243.73	15958.455	6380.196	19354.238	1330.45	7858.069	6787.514	38733.859	706.878	361.523	1802.13	5345.552	16506.682	391.878	14392.403	384.703	9939.04	6261.141	22760.74	9710.282	7362.48	4653.633	9805.462	4500.346	107.808	1310.622	1189.219	2667.942	1753.723	1316.123	690.498	1083.361	568.411	589.233	9435.714	2258.371	367.277	1900.738	1695.081	790.605	436.085	512.546	1209.959	5082.314	462.241	1011.378	463.6	1378.259	1415.492	1712.675	1156.298	654.488	1.0024
4619.07	8268.05	15943.69	6389.036	19105.162	1355.629	7838.826	6781.466	37959.109	705.836	358.589	1796.404	5362.573	16467.621	380.269	14612.488	387.056	9834.009	6212.218	22897.055	9746.617	7330.674	4574.433	9615.474	4428.236	104.251	1272.872	1199.691	2632.534	1747.886	1312.818	684.15	1088.672	558.944	591.149	9253.793	2245.723	368.156	1933.358	1745.397	800.811	438.736	514.336	1229.455	4970.798	466.99	998.663	455.201	1360.47	1402.814	1727.287	1162.606	652.213	1.0093
4666.389	8147.696	15835.962	6440.607	19477.27	1343.455	7823.107	6795.49	37797.906	709.103	358.958	1775.291	5365.476	16450.504	380.074	14774.319	384.808	9621.337	6244.919	22911.789	9744.202	7367.407	4593.114	9614.826	4403.571	102.963	1256.46	1198.702	2589.845	1749.756	1307.223	667.038	1083.48	543.127	579.23	9246.573	2239.694	368.976	1910.477	1814.345	794.586	429.684	511.704	1183.311	5014.672	476	1008.655	442.855	1350.783	1398.99	1712.354	1160.498	650.31	1.0172
4699.051	8111.949	15747.883	6434.723	19436.682	1340.03	7719.372	6734.752	37347.434	704.943	356.883	1759.983	5261.463	16356.372	371.209	14593.768	382.55	9630.941	6195.984	22709.334	9668.205	7251.517	4565.316	9602.843	4387.807	101.616	1274.667	1191.161	2593.402	1719.315	1310.484	652.057	1084.837	538.094	586.171	9213.884	2188.9	372.609	1920.472	1811.064	785.753	428.045	507.755	1174.93	5016.011	476.067	1010.086	441.988	1350.908	1399.514	1712.354	1160.641	649.62	1.0052
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1350.908	1399.514	1712.354	1160.641	649.62	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1372.68	1388.372	1701.408	1156.498	642.791	NA
4779.361	8148.218	15816.692	6511.195	19522.08	1345.765	7790.102	6798.144	37350.305	713.498	357.366	1769.316	5242.246	16455.703	375.944	14736.665	380.999	9689.46	6273.538	22977.999	9654.334	7328.191	4614.795	9805.069	4390.672	101.603	1272.976	1201.494	2465.183	1722.584	1325.684	649.162	1086.473	538.094	586.787	9223.239	2181.992	374.441	1953.574	1827.683	795.108	427.373	500.567	1171.648	5162.768	476.351	1025.067	440.396	1389.985	1382.822	1717.386	1166.885	649.434	1.0044
4735.89	8283.56	15689.625	6510.073	19612.344	1342.468	7810.747	6810.413	37971.109	696.72	357.51	1769.66	5273.253	16372.038	376.377	14627.717	382.446	9714.418	6275.246	22988.982	9725.393	7259.381	4615.707	9910.018	4396.531	103.616	1276.779	1197.693	2423.841	1751.175	1340.81	643.686	1110.482	546.488	582.979	9314.028	2177.708	382.008	1962.424	1834.208	797.849	436.099	498.003	1183.814	5164.804	476.627	1031.457	445.805	1380.798	1370.714	1722.826	1172.809	645.205	1.0037
4760.557	8384.23	15723.384	6521.947	19762.178	1354.843	7890.255	6834.08	37975.695	697.653	363.367	1790.429	5273.303	16548.933	371.213	14858.461	380.959	9638.685	6334.334	22919.896	9704.145	7255.773	4633.808	9833.63	4401.965	103.62	1283.085	1226.4	2402.267	1750.537	1355.788	647.068	1111.907	543.712	573.947	9475.563	2150.797	382.308	1972.62	1879.987	791.904	435.426	501.475	1205.548	5234.487	475.976	1025.26	445.599	1380.798	1370.714	1712.932	1177.708	641.726	1.0037
4788.563	8416.954	15660.536	6630.322	20179.314	1343.21	7911.445	6844.791	38179.313	701.696	363.98	1791.156	5370.002	16644.098	364.179	15217.908	377.185	9672.589	6343.276	23015.76	9822.31	7313.136	4684.888	10060.438	4429.352	103.85	1275.26	1250.252	2287.703	1751.087	1333.967	657.391	1112.595	559.106	576.777	9511.33	2149.956	386.365	1947.442	1871.975	800.048	444.452	507.645	1224.798	5305.975	471.23	1008.466	436.488	1412.193	1371.743	1718.861	1175.519	639.861	0.9998
4882.262	8616.435	15768.211	6724.546	20579.699	1369.787	8006.948	6945.842	38110.691	707.518	369.788	1808.559	5425.986	16694.696	379.785	15500.092	378.187	9834.728	6346.383	23296.686	9857.519	7403.089	4693.332	10338.07	4532.956	104.851	1271.58	1283.045	2288.693	1754.516	1348.15	664.605	1122.94	562.621	586.002	9524.634	2149.956	385.401	1972.597	1936.066	813.771	449.48	519.265	1226.006	5389.588	470.731	1023.464	434.653	1412.193	1372	1718.861	1175.454	641.241	0.9993
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1412.193	1372	1718.861	1175.454	641.241	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1414.124	1360.557	1721.22	1185.316	638.084	NA
4921.212	8687.286	15816.915	6760.12	20649.07	1403.922	8084.609	7011.75	38078.461	709.205	371.278	1821.916	5440.887	16793.922	380.908	15718.091	379	9827.914	6374.392	23625.469	9953.858	7466.794	4695.802	10477.48	4580.39	105.96	1275.683	1290.949	2375.349	1764.987	1341.078	664.683	1152.38	559.159	586.002	9651.987	2228.475	385.243	1953.868	1954.034	824.381	454.876	519.265	1227.749	5545.092	466.278	1024.66	416.84	1431.353	1379.206	1718.626	1192.863	635.72	0.9915
4911.301	8535.695	15756.192	6809.032	20525.461	1378.817	8025.393	6946.48	37347.539	698.293	365.758	1807.325	5456.722	16653.363	379.121	15565.998	377.406	9741.356	6345.084	23216.537	9890.867	7319.087	4654.2	10463.56	4595.782	103.266	1262.848	1294.908	2411.733	1740.368	1343.384	656.941	1152.38	553.134	577.428	9524.301	2211.413	385.403	1939.569	1939.372	811.038	442.886	524.812	1190.387	5582.369	467.42	1035.481	414.972	1434.805	1385.806	1719.161	1218.162	631.595	0.9923
4853.853	8634.775	15665.28	6734.431	20658.514	1381.257	8053.342	6933.162	37625.168	683.734	371.987	1821.866	5368.468	16658.344	375.72	15812.731	377.77	9804.256	6331.563	23180.102	9923.418	7318.165	4579.517	10386.657	4586.044	104.507	1280.102	1284.066	2397.12	1744.116	1366.425	654.357	1134.259	546.602	578.861	9434.434	2183.303	381.194	1947.309	1968.224	811.274	440.496	536.597	1174.474	5567.961	473.09	1035.052	421.851	1462.17	1383.893	1729.31	1209.47	629.93	0.9838
4827.736	8606.299	15604.917	6739.024	20288.111	1378.486	8035.243	6941.766	37092.098	681.786	369.919	1827.481	5367.251	16561.629	377.806	16175.169	377.884	9701.129	6305.159	23364.557	9897.146	7363.755	4592.06	10331.505	4593.541	102.613	1267.724	1288.053	2404.415	1707.955	1351.948	640.963	1131.922	541.411	579.569	9490.177	2186.67	373.794	1935.752	1923.059	807.106	441.451	528.497	1162.089	5651.199	470.544	1037.492	409.71	1453.509	1380.023	1740.721	1185.931	638.821	0.9846
4798.705	8539.532	15360.611	6683.238	20400.314	1355.129	7924.858	6831.816	37023.168	673.423	369.263	1813.121	5381.042	16413.16	379.169	15897.537	375.952	9562.919	6202.666	22997.275	9820.492	7254.704	4533.099	10168.429	4589.212	100.655	1258.372	1292.106	2404.415	1705.312	1331.954	633.091	1107.326	537.08	576.75	9450.9	2138.46	374.945	1918.615	1929.925	802.862	430.726	524.662	1140.216	5619.627	470.477	1035.702	394.81	1453.509	1380.543	1740.721	1185.703	636.773	0.9899
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1453.509	1380.543	1740.721	1185.703	636.773	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1451.176	1375.804	1744.674	1180.422	641.814	NA
4743.4	8501.772	15289.626	6682.9	20384.188	1345.945	7954.751	6837.828	36791.789	680.813	368.189	1808.408	5248.11	16357.399	380.14	15445.22	374.65	9496.466	6204.494	23038.994	9695.98	7255.253	4533.099	10208.128	4599.715	96.878	1259.646	1286.134	2438.534	1683.985	1318.092	618.195	1063.639	527.584	575.005	9500.003	2160.318	372.155	1934.531	1925.31	790.664	425.452	511.356	1121.169	5607.823	467.046	1029.012	382.587	1436.681	1372.584	1745.056	1183.075	638.054	0.9911
4743.903	8461.7	15150.144	6538.738	20116.496	1336.401	7886.305	6811.414	36872.512	677.286	373.941	1800.322	5312.167	16267.972	377.438	15120.941	373.37	9523.705	6121.831	22879.416	9715.779	7190.198	4562.481	10039.518	4605.77	97.946	1252.633	1268.512	2476.661	1677.099	1334.871	612.69	1043.904	541.51	573.251	9512.797	2139.21	372.888	1921.294	1884.51	777.677	428.509	508.833	1143.236	5552.507	465.585	1017.157	394.384	1443.834	1354.894	1742.816	1194.113	637.977	0.9939
4694.19	8483.564	15251.239	6630.944	20106.96	1345.759	7944.587	6841.317	36991.699	677.253	374.456	1788.774	5205.386	16411.461	374.036	15020.197	370.965	9570.885	6110.776	22867.492	9706.581	7227.799	4583.183	10290.321	4610.593	97.583	1263.407	1264.696	2484.945	1715.001	1352.275	624.695	1077.511	535.165	565.709	9593.316	2148.259	370.358	1927.578	1896.383	776.533	423.672	490.525	1138.409	5663.127	468.728	1005.768	376.74	1444.584	1349.082	1757.831	1182.001	636.697	0.9901
4715.04	8438.174	15160.541	6636.515	20040.586	1334.555	7929.391	6821.979	37216.258	672.917	377.637	1778.165	5299.56	16333.946	375.07	14852.114	366.045	9642.771	6089.937	22719.328	9709.731	7209.883	4608.637	10128.044	4646.069	98.355	1277.032	1278.075	2495.719	1705.845	1354.46	615.706	1089.344	551.862	564.59	9675.337	2142.01	364.675	1910.469	1926.421	784.44	426.475	490.131	1139.275	5648.002	470.254	1023.137	378.28	1444.352	1354.586	1765.495	1185.132	642.701	0.9877
4659.077	8489.69	15263.983	6635.27	20415.227	1357.989	7992.585	6863.342	37416.82	674.883	380.215	1802.506	5395.226	16520.328	384.242	14953.904	366.899	9741.231	6119.838	22751.221	9702.186	7188.592	4617.845	10339.649	4557.705	99.479	1297.7	1287.309	2495.719	1745.092	1348.328	624.496	1085.061	554.776	573.573	9671.571	2179.661	370.06	1909.558	1934.069	776.883	425.291	488.681	1163.773	5696.358	470.752	1021.284	373.555	1444.225	1356.887	1765.725	1184.904	643.415	0.9934
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1444.225	1356.887	1765.725	1184.904	643.415	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1454.209	1367.548	1770.835	1198.58	649.418	NA
4675.794	8407.926	15014.569	6634.634	20251.439	1333.075	7870.532	6777.74	37411.328	674.362	375.918	1774.359	5514.949	16311.148	384.831	14847.03	363.095	9719.273	5980.166	22414.748	9784.121	7086.122	4572.22	10257.335	4499.666	101.26	1296.437	1290.455	2462.908	1729.796	1329.378	609.963	1071.857	556.218	569.246	9566.195	2211.191	371.327	1896.543	1923.845	762.066	433.729	472.824	1163.034	5642.915	465.976	1014.439	377.284	1454.542	1409.794	1784.822	1191.564	655.269	1.0013
4591.348	8392.572	15007.214	6562.612	20294.664	1335.325	7911.18	6764.73	37115.289	647.489	376.604	1769.562	5413.563	16358.743	370.509	14887.208	362.303	9605.266	6007.403	22484.463	9802.861	7153.943	4548.231	10014.304	4501.692	98.631	1282.865	1279.493	2457.816	1726.613	1325.251	604.182	1058.682	549.248	566.929	9526.16	2178.39	361.479	1911.983	1903.973	763.558	423.981	468.169	1170.495	5686.139	466.25	1006.973	384.951	1463.822	1421.667	1794.234	1192.56	655.28	1.009
4642.332	8244.657	15019.504	6497.748	20121.404	1317.579	7802.105	6712.098	36990.418	641.162	370.34	1751.95	5513.363	16255.646	373.663	14505.472	356.188	9531.848	5957.852	22098.826	9742.853	7023.734	4547.712	9721.103	4467.963	97.208	1295.197	1275.944	2505.77	1697.177	1300.341	582.827	1032.215	553.274	561.551	9514.565	2170.593	359.835	1867.715	1843.312	749.44	425.652	466.949	1148.571	5520.843	464.829	1017.359	402.992	1479.205	1416.935	1826.731	1194.878	657.773	1.0165
4573.146	8337.741	15282.966	6583.818	20235.615	1297.341	7840.464	6734.102	37259.273	652.087	373.745	1764.191	5424.735	16394.209	362.498	14469.611	359.511	9530.957	5942.903	22182.814	9810.105	7058.515	4638.951	10141.132	4584.916	96.901	1313.032	1296.047	2493.2	1705.277	1308.895	591.544	1057.854	549.249	543.297	9604.732	2197.69	350.775	1889.422	1848.213	749.689	430.422	463.722	1154.344	5932.307	467.539	1022.23	402.155	1490.133	1421.037	1848.047	1199.274	658.56	1.0178
4663.454	8307.582	15048.786	6598.364	20194.826	1287.984	7769.104	6688.627	37288.727	635.808	375.143	1743.071	5487.969	16069.803	359.969	14987.458	358.488	9567.815	5865.983	22466.606	9749.335	7005.959	4500.963	9960.778	4471.302	97.887	1315.078	1308.094	2493.2	1718.912	1282.66	589.733	1058.142	549.249	553.152	9359.618	2223.032	352.799	1887.234	1864.163	754.732	431.168	464.647	1133.902	5948.924	467.539	1033.359	406.697	1490.133	1423.718	1848.047	1199.439	658.576	1.0196
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1490.133	1423.718	1848.047	1199.439	658.576	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1480.862	1417.903	1838.638	1213.557	652.035	NA
4623.421	8226.91	14727.309	6564.45	20197.828	1282.455	7758.316	6694.18	37293.262	612.939	376.971	1741.332	5329.126	15922.65	352.5	14832.651	355.091	9373.441	5820.687	21826.236	9661.158	6991.691	4504.328	9885.882	4496.788	97.898	1313.728	1302.874	2428.226	1672.377	1282.251	568.161	1072.999	536.453	544.706	9289.71	2208.805	352.48	1862.717	1843.096	735.704	422.776	455.88	1117.802	5934.314	476.042	1026.4	392.003	1500.02	1409.145	1822.618	1232.231	652.122	1.0233
4467.234	7959.844	14333.988	6471.111	19662.094	1251.733	7573.429	6544.696	35948.438	603.735	362.385	1691.77	5216.296	15638.448	346.445	14314.449	349.253	9154.156	5711.731	21301.268	9451.166	6847.339	4490.519	9574.19	4471.019	93.094	1280.3	1273.246	2392.146	1614.947	1232.458	559.266	1054.156	528.276	543.882	9241.247	2147.085	337.753	1785.904	1820.588	721.698	410.911	450.355	1090.842	5791.098	489.752	1008.52	393.155	1489.683	1402.111	1830.239	1242.23	646.021	1.022
4495.643	7863.994	14120.545	6496.409	19467.953	1234.623	7449.964	6454.213	35869.871	591.351	363.611	1664.011	5267.44	15453.866	345.387	14220.191	346.803	9194.553	5648.576	21003.065	9349.666	6760.255	4417.185	9370.655	4458.613	92.373	1272.443	1285.647	2398.17	1604.3	1222.609	570.868	1048.652	528.31	540.616	9060.178	2114.157	329.029	1751.032	1832.919	704.387	411.734	448.932	1081.566	5716.538	495.795	1006.409	401.455	1483.196	1404.625	1841.849	1252.046	647.12	1.0199
4311.437	7958.776	14283.473	6395.162	19378.834	1227.999	7415.973	6461.716	35297.328	592.948	361.669	1658.608	5097.347	15548.536	337.622	14255.204	346.376	9099.28	5728.858	21032.255	9328.208	6780.159	4430.133	9470	4433.566	91.025	1271.587	1280.88	2414.451	1570.622	1232.6	572.413	1069.237	512.539	538.301	9148.524	2062.522	324.761	1760.167	1831.694	704.82	397.911	449.826	1094.827	5684.42	513.423	1000.133	403.276	1487.523	1391.315	1818.962	1237.742	641.213	1.024
4382.135	7938.26	14209.373	6457.421	19347.146	1234.569	7402.526	6474.482	34769.363	594.313	359.883	1654.235	5136.786	15463.341	334.284	14248.578	344.656	8967.591	5758.78	20976.23	9322.017	6793.035	4497.041	9499.391	4426.06	89.01	1273.097	1277.091	2414.451	1520.909	1248.621	567.817	1056.975	512.767	541.197	9164.555	2081.108	325.794	1758.843	1835.192	704.105	400.299	443.239	1086.747	5672.959	512.88	998.417	403.652	1487.523	1390.791	1818.726	1237.76	640.463	1.0294
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1487.523	1390.791	1818.726	1237.76	640.463	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1488.908	1385.641	1771.69	1238.389	640.172	NA
4382.197	8041.911	14222.072	6561.703	19611.978	1235.445	7431.29	6499.993	35299.047	595.518	368.505	1660.668	5243.015	15508.97	334.912	14648.174	346.473	9189.996	5720.787	21250.951	9355.822	6850.4	4500.343	9581.403	4321.138	91.375	1293.839	1281.86	2440.009	1532.556	1239.829	575.689	1055.375	519.488	546.421	9168.906	2132.704	335.33	1753.008	1855.385	708.172	404.482	448.206	1105.687	5695.356	528.936	1007.609	384.264	1480.086	1394.931	1776.656	1241.974	644.701	1.0237
4440.224	8170.133	14349.705	6641.985	20153.207	1240.175	7498.516	6583.871	35298.496	602.383	379.589	1673.726	5249.822	15529.623	338.275	14740.162	349.063	9214.221	5763.855	21497.682	9374.436	6889.808	4474.082	9822.776	4441.991	91.568	1297.363	1307.179	2409.67	1523.627	1251.284	589.461	1046.042	523.873	545.891	9027.919	2110.15	339.219	1776.364	1882.101	706.272	406.748	442.787	1126.631	5753.754	540.069	1006.651	383.443	1478.081	1410.62	1776.281	1229.536	636.834	1.0187
4467.037	8051.962	13999.897	6631.27	19769.063	1224.036	7389.256	6519.37	35485.543	585.714	376.636	1647.923	5292.648	15238.705	338.159	14578.71	346.251	9234.253	5657.391	21022.686	9325.758	6786.496	4431.356	9630.36	4493.906	93.212	1287.872	1325.086	2389.317	1512.797	1256.228	579.006	1046.965	527.671	536.48	8904.044	2102.969	337.203	1748.054	1874.372	695.391	406.984	434.41	1104.854	5686.873	537.772	1004.563	370.422	1469.159	1404.844	1760.988	1218.662	637.756	1.0171
4424.858	7941.747	13620.976	6552.038	19741.416	1194.581	7331.705	6509.229	34737.137	590.703	377.227	1635.017	5156.482	14878.019	335.897	14512.042	338.061	9088.262	5617.304	20787.736	9233.379	6771.28	4446.084	9587.879	4542.898	90.499	1221.998	1336.588	2363.366	1500.942	1250.762	566.754	1060.545	518.056	528.667	8903.265	2117.563	330.62	1774.824	1871.723	706.392	397.985	418.065	1105.584	6070.033	538.622	1001.298	356.434	1468.723	1394.437	1728.535	1198.239	635.263	1.0156
